study_id,cohort_id,first_author,pub_year,journal,doi,pmid,paperpile_filename,title,country,region,study_design,single_or_multicenter,n_centers,enrollment_start_year,enrollment_end_year,era_category,follow_up_median_months,follow_up_min_months,follow_up_max_months,primary_for_cohort,cohort_overlap_status,overlap_with_study_ids,language,full_text_obtainable,author_contact_attempted,author_response_received,extractor_initials,verifier_initials,extraction_date,verification_date,extraction_notes
178,1065,Huntley D,2020,Transplant Infectious Disease,10.1111/tid.13206,NR,"Huntley D et al. 2020 - Incidence, features, and outcomes of cytomegalov ... stem cell transplantation with post-transplantation cyclophosphamide.pdf","Incidence, features, and outcomes of cytomegalovirus DNAemia in unmanipulated haploidentical allogeneic hematopoietic stem cell transplantation with post-transplantation cyclophosphamide",Spain,EU,retrospective_cohort,multi,4,2012,2018,mixed,NR,NR,NR,Y,partial_overlap,potentially overlaps with cohort 1049 GETH_Esquirol haplo cohort,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Multicenter Spanish retrospective study; 4 hospitals contributed haplo PTCy (HCUV, HRUM, HCUS, HGUGM); historical non-PTCy controls from HCUV+HRUM only. Patients all followed through D+365 except 8 (median follow-up 294 days). CMV is primary outcome; OM and NRM analyzed at D+180 and D+365."
180,1066,Iqbal M,2023,Transplantation and Cellular Therapy,10.1016/j.jtct.2023.02.001,NR,Iqbal M et al. 2023 - A Calcineurin Inhibitor Free Graft Versus Host Dis ... and Matched Unrelated Donor Allogeneic Hematopoietic Cell Transplant.pdf,A Calcineurin Inhibitor Free Graft Versus Host Disease Prophylaxis for Patients Undergoing Matched Related and Matched Unrelated Donor Allogeneic Hematopoietic Cell Transplant,USA,NA,retrospective_cohort,single,1,2018,2021,post_2018,13.2,0,21.6,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-center Mayo Jacksonville. Two-arm comparative: PTCy-Siro (CNI-free, n=29) vs Tac-MTX (standard, n=87). Both arms eligible for comparison structure. Median FU 1.1 yr (0-1.8 yr) converted to months."
183,1067,Jamy O,2022,Transplantation and Cellular Therapy,10.1016/j.jtct.2022.01.011,NR,Jamy O et al. 2022 - Risk of Cytomegalovirus Infection with Post-Transpl ... ide in Haploidentical and HLA-Matched Unrelated Donor Transplantation.pdf,Risk of Cytomegalovirus Infection with Post-Transplantation Cyclophosphamide in Haploidentical and HLA-Matched Unrelated Donor Transplantation,USA,NA,retrospective_cohort,single,1,2012,2016,pre_2018,NR,NR,NR,Y,partial_overlap,Jamy 2021 Am J Hematol (ref 9),English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Three-arm comparison: CNI (no PTCy) vs 1-dose PTCy MRD/MUD vs 2-dose PTCy haplo. 2-yr OS, NRM and relapse reported but no median follow-up duration given. CMV qPCR threshold >500 IU/mL."
184,1068,Jia Y,2025,Annals of Hematology,10.1007/s00277-025-06305-1,NR,Jia Y et al. 2025 - Improved survival in older patients with myeloid mal ... th low-dose anti-thymocyte globin (ATG) - post-cyclophosphamide [...].pdf,Improved survival in older patients with myeloid malignancies undergoing haploidentical peripheral blood stem cell transplantation with low-dose anti-thymocyte globin (ATG)/post-cyclophosphamide (PTCy)-based regimen for graft-versus-host disease prophylaxis,China,Asia,retrospective_cohort,single,1,2016,2023,mixed,29.8,3.4,89.7,Y,partial_overlap,Shanghai General prior publications (Yang 2019 BMT; Xu 2021 BMT; Li 2023 Front Immunol) on younger patients with same low-dose ATG/PTCy regimen,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Comparison is donor-type (haplo vs MUD/MSD), not GVHD-prophylaxis. Both arms use PTCy in part: Haplo arm 87/87 (100%) received low-dose ATG/PTCy; MUD/MSD arm 18/40 (45%) received low-dose ATG/PTCy and 22/40 (55%) received ATG+MTX (no PTCy). Treated Haplo as PTCy_arm and MUD/MSD as heterogeneous comparator_arm. Authors acknowledge heterogeneous MUD/MSD prophylaxis as a limitation."
185,1069,Jimenez Jimenez,2022,Blood Advances,10.1182/bloodadvances.2022007596,NR,Jimenez et al. 2022 - Improved GRFS after posttransplant cyclophosphamide-based vs ATG-based HLA-mismatched unrelated donor transplant.pdf,Improved GRFS after posttransplant cyclophosphamide-based vs ATG-based HLA-mismatched unrelated donor transplant,USA,NA,retrospective_cohort,multi,2,2010,2020,mixed,NR,3.7,106,Y,partial_overlap,Shaw 2021 JCO 15-MMUD (ref 12) — 30 PTCy subjects from NCT02793544,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Two-center retrospective. PTCy n=82 vs ATG n=46. MMUD defined as >=1 mismatch at HLA-A/B/C/DRB1; HLA-DQB1 excluded as locus. Follow-up median reported separately by arm: ATG 45.7 mo, PTCy 27 mo (overall median not reported). Comparison 2 (PTCy vs ATG MMUD)."
187,1070,Jo T,2024,British Journal of Haematology,10.1111/bjh.19372,NR,Jo T et al. 2024 - First complete remission favours haploidentical haematopoietic stem cell transplantation with post-transplant cyclophosphamide over cord blood transplantation in acute lymphoblastic leukaemia.pdf,First complete remission favours haploidentical haematopoietic stem cell transplantation with post-transplant cyclophosphamide over cord blood transplantation in acute lymphoblastic leukaemia,Japan,Asia,registry,registry,NR,2013,2021,mixed,NR,NR,NR,Y,partial_overlap,Sugita 2022 BMT; Wada 2022 Transplantation,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Short Report; JSTCT/TRUMP nationwide Japanese registry; adult ALL; ALL disease (not AML as referenced in prompt). Primary outcomes data largely in Supplementary figures/tables (S1-S10); main text reports 3-yr OS, DFS, relapse CI, NRM CI for whole cohort and CR1 subgroup. Detailed timepoint-stratified D+100/D+180 cumulative incidences of viral/fungal/bacterial infections and GVHD outcomes are in supplementary figures (Figure S3 panels C-I, Figure S4 panels A-D) not viewable here; numerical values not extractable without supplement."
192,1071,Kahraman,2026,Cancers,10.3390/cancers18030386,NR,Kahraman S and Ozdemir E 2026 - The Effect of Post-Transplant Cyclophosphamide on Graft-Versus-Host Disease in Allogeneic Hematopoietic Stem Cell Transplantation.pdf,The Effect of Post-Transplant Cyclophosphamide Administration on Graft-Versus-Host Disease in Allogeneic Bone Marrow Transplantation,Turkey,EU,retrospective_cohort,single,1,2022,2024,post_2018,NR,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-center retrospective at Medicana Izmir, Turkey (Jan 2022-Jun 2024). N=78. PTCy 50 mg/kg on D+3 and D+5 (note: non-standard schedule, paper explicitly states days 3 and 5). All received CSA+MMF from D-1. Comparator arm = no-PTCy MAC-related donor only. Author byline of 2 (S Kahraman, E Ozdemir) but paper is a primary retrospective study (Methods, Results, Tables 1-8). GVHD graded by IBMTR system (grade A/B/C/D for acute). Median follow-up not reported; OS median 79.16 mo. Outcomes reported as overall N's and 2/5-yr KM rates; only aGVHD and cGVHD are broken out by PTCy vs no-PTCy in Tables 1 and 2."
193,1072,Kampouri E,2023,Clinical Microbiology and Infection,10.1016/j.cmi.2023.07.026,NR,Kampouri E et al. 2023 - Human herpesvirus-6 reactivation and disease after allogeneic haematopoietic cell transplantation in the era of letermovir for cytomegalovirus prophylaxis.pdf,Human herpesvirus-6 reactivation and disease after allogeneic haematopoietic cell transplantation in the era of letermovir for cytomegalovirus prophylaxis,USA,NA,single_arm_descriptive_excluded,single,1,2015,2021,mixed,NR,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EXCLUDED as single_arm_descriptive_excluded: study stratifies cohorts by letermovir era (pre-LTV Oct 2018 cutoff), NOT by PTCy use vs comparator. PTCy is a baseline covariate only (10.4% pre-LTV, 21.3% post-LTV), with unbalanced distribution across the two LTV-era cohorts. No outcomes are reported separated by PTCy vs non-PTCy. Adjusted Cox models include PTCy in propensity score weighting but do not report PTCy-stratified HHV-6 or other outcomes. Tracked for PRISMA. Outcomes not extracted per spec."
196,1073,Kanate AS,2016,Blood,10.1182/blood-2015-09-671834,NR,Kanate AS et al. 2016 - Reduced-intensity transplantation for lymphomas using haploidentical related donors vs HLA-matched unrelated donors.pdf,Reduced-intensity transplantation for lymphomas using haploidentical related donors vs HLA-matched unrelated donors,United States,multinational,registry,registry,141,2008,2013,pre_2018,36,4,75,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"CIBMTR Lymphoma Working Committee registry analysis. 23 centers haplo; 70 URD-noATG; 48 URD-ATG (total 141, though some centers may overlap). n=917 total."
197,1074,Kaphan E,2021,Transplant Infectious Disease,10.1111/tid.13601,NR,Kaphan E et al. 2021 - Risk factors of BK viral hemorrhagic cystitis in allogenic hematopoietic stem cell transplantation.pdf,Risk factors of BK viral hemorrhagic cystitis in allogenic hematopoietic stem cell transplantation,France,EU,retrospective_cohort,single,1,2014,2018,mixed,NR,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-center French retrospective study of risk factors for BK virus hemorrhagic cystitis. Compares BKV-HC+ (n=43) vs BKV-HC- (n=125) groups; PTCy is reported as a risk factor covariate. Subgroup data show BKV-HC incidence of 44.9% (22/49) in PTCy patients vs 25.6% overall (43/168). Most outcomes (CMV, HHV6, aGVHD, renal failure) reported by BKV-HC status, NOT by PTCy vs non-PTCy arm. Therefore arms split is limited: PTCy arm (n=49) and non-PTCy arm (n=119) with only BKV-HC incidence reported per arm."
198,1075,Kara,2021,Namik Kemal Medical Journal (Nam Kem Med J),10.4274/nkmj.galenos.2021.91300,NR,Kara and Elibol 2021 - Comparison of Post-transplant Cyclophosphamide Co ... en in Allogeneic Stem Cell Transplantation from Matched Sibling Donor.pdf,Comparison of Post-transplant Cyclophosphamide Containing Immunosuppressive Regimen with Standard Immunosuppressive Regimen in Allogeneic Stem Cell Transplantation from Matched Sibling Donor,Turkey,EU,retrospective_cohort,single,1,2016,2020,mixed,10.6,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Two-author Turkish primary study (Kara & Elibol). Single-center retrospective cross-sectional cohort. Small N=40. Predominantly AML/ALL/MM/MDS. Both arms 100% MSD per inclusion criteria. Article published in Turkish/English bilingual journal; English text used for extraction. Follow-up reported as overall median 10.6 mo (PTCy 9.8 mo vs MTX-CysA 22.6 mo). 1-year PFS and OS reported in Table 3 (these are termed 10-month survival in narrative but Table 3 labels them 1-year).
201,1076,Kerbauy MN,2021,Transplant Infectious Disease,10.1111/tid.13626,NR,Kerbauy MN et al. 2021 - Clinical impact of multiple DNA virus infection ... ical and unrelated allogeneic hematopoietic stem cell transplantation.pdf,Clinical impact of multiple DNA virus infections in nondepleted haploidentical and unrelated allogeneic hematopoietic stem cell transplantation,Brazil,SA,retrospective_cohort,single,1,2010,2018,mixed,NR,NR,NR,Y,partial_overlap,200,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-center Brazilian retrospective cohort 2010-2018. Focus on multiple DNA virus infections in first 180 days. Surveillance: weekly CMV/adenovirus qPCR, biweekly EBV qPCR; BKV/HHV-6 only if symptomatic. ATG agent: rabbit ATG (Sanofi Genzyme/Thymoglobulin) 5 mg/kg total. PTCy 50 mg/kg x2 (D+3, D+4) for haplo. Pre-letermovir era. PFS median 14 mo. TRM 30% overall."
203,1077,Kim H,2026,Transplantation Proceedings,10.1016/j.transproceed.2025.12.008,NR,Kim H et al. 2026 - Single Center Retrospective Comparison of Post-Trans ... -Host Disease Prophylaxis in Matched Donor Allogeneic Transplantation.pdf,Single Center Retrospective Comparison of Post-Transplant Cyclophosphamide and Standard Graft-Versus-Host Disease Prophylaxis in Matched Donor Allogeneic Transplantation,USA,NA,retrospective_cohort,single,1,2010,2024,mixed,52.8,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Cedars-Sinai single-center retrospective comparing pre-2016 Tac/MTX-based GVHD prophylaxis (N=252) vs post-2016 PTCy + tacrolimus + mycophenolate (N=99) for matched donor (MRD+MUD) alloHSCT. Median follow-up non-PTCy 10.6 yr (95% CI 9.8-11.5) vs PTCy 4.4 yr (95% CI 3.9-4.9). Prompt header described study incorrectly as Korean MSD-only; actual study is US matched donor (MRD+MUD) BM+PBSC. Comparison 1 (PTCy MSD vs CNI MSD) NOT applicable because arms mix MRD+MUD; this is a Comparison 2/3-style matched-donor PTCy vs CNI contrast.
207,1078,Kunacheewa C,2020,Cell Transplantation,10.1177/0963689720965900,NR,Kunacheewa et al. 2020 - Post-Transplant Cyclophosphamide and Thymoglobu ... in Matched Sibling Donor Peripheral Blood Stem Cell Transplantations.pdf,"Post-Transplant Cyclophosphamide and Thymoglobulin, a Graft-Versus-Host Disease Prophylaxis in Matched Sibling Donor Peripheral Blood Stem Cell Transplantations",Thailand,Asia,retrospective_cohort,single,1,2010,2013,pre_2018,71,0.6,108.3,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Two-arm retrospective historical comparison by year of transplant; primary endpoint GRFS. PTCy dose written as 50 mg/m2 in paper Methods (likely typo for mg/kg, conventional PTCy dose). ATG=rabbit thymoglobulin total 5 mg/kg."
208,1020,Kwon M,2017,Bone Marrow Transplantation,10.1038/bmt.2017.36,NR,Kwon M et al. 2017 - Haplo-Cord transplantation compared to haploidentic ... plantation with post-transplant cyclophosphamide in patients with AML.pdf,Haplo-Cord transplantation compared to haploidentical transplantation with post-transplant cyclophosphamide in patients with AML,Spain,EU,retrospective_cohort,multi,13,1999,2014,pre_2018,26,6,NR,N,overlap_subset_of,209,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Spanish GETH multicenter retrospective comparison: Haplo-Cord HSCT (single UCB + HLA-mismatched 3rd party donor CD34+ PB cells, 1999-2012, n=51) vs PTCy-haplo HSCT (2012-2014, n=36) in adults with AML. Myeloablative conditioning for both; Haplo-Cord arm received ATG and CsA+steroids; PTCy-haplo arm received PTCy+CNI+MMF. PTCy-haplo subset likely overlaps with GETH-TC AML cohort 1020 (haplo arm 2013-2019, n=130). Follow-up: 61 mo (IQR 37-108) for Haplo-Cord, 26 mo (IQR 16-43) for PTCy-haplo. Follow-up median listed as 26 mo for PTCy-haplo arm only."
209,1079,Kwon M,2019,Blood Advances,10.1182/bloodadvances.2019000236,NR,Kwon M et al. 2019 - Posttransplant cyclophosphamide vs cyclosporin A and methotrexate as GVHD prophylaxis in matched sibling transplantation.pdf,Posttransplant cyclophosphamide vs cyclosporin A and methotrexate as GVHD prophylaxis in matched sibling transplantation,Spain,EU,retrospective_cohort,multi,2,2010,2017,pre_2018,NR,NR,NR,Y,none,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Per-arm follow-up reported separately: PTCy median 15 months, MTX-CsA median 60 months. Combined median not reported. Paper notes shorter PTCy follow-up. Eligible only for Comparison 1 (PTCy vs CNI+MTX in MSD); paper title and methods confirm MSD-only (not MUD as prompt suggested)."
211,1080,Langer R,2024,Frontiers in Transplantation,10.3389/frtra.2024.1332181,NR,Langer R et al. 2024 - Retrospective analysis of the incidence and outco ... versus-host disease-an analysis from transplant centers across Europe.pdf,Retrospective analysis of the incidence and outcome of late acute and chronic graft-versus-host disease-an analysis from transplant centers across Europe,Germany/Austria/Croatia/Poland,EU,retrospective_cohort,multi,6,2017,2017,pre_2018,34.4,0,64.5,Y,none,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Paper focuses on cGvHD incidence/outcomes. Three prophylaxis arms relevant: Standard (CNI+MTX/MMF), ATG, PTCy. Comparison 2 = PTCy vs ATG. Adult population at-risk used as denominator for cGvHD outcomes. Total adult arm used for aGvHD outcomes. No CMV, BSI, IFI, or infection data reported. No NRM directly reported per prophylaxis arm (TRM stratified by GvHD status not by prophylaxis). Follow-up median 1047.5 days (~34.4 months) in adults."
216,1081,Li Y,2022,Transplantation and Cellular Therapy,10.1016/j.jtct.2022.04.021,NR,Li Y et al. 2022 - Comparisons of Modified Post-Transplantation Cyclopho ... mens for Haploidentical Stem Cell Transplantation in Patients wi[...].pdf,Comparisons of Modified Post-Transplantation Cyclophosphamide and Granulocyte Colony-Stimulating Factor/Antithymocyte Globulin Regimens for Haploidentical Stem Cell Transplantation in Patients with Aplastic Anemia,China,Asia,retrospective_cohort,multi,7,2013,2021,mixed,NR,0,65.3,Y,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Median follow-up reported separately by arm (mPTCy 12.7 mo, G-CSF/ATG 31.5 mo) but no overall median. Diagnostic criteria from International Aplastic Anemia Study Group (Camitta 1976). GVHD graded per Glucksberg-Seattle criteria. CMV/EBV by qPCR twice weekly; CMV threshold >400 copies/mL, EBV threshold >500 copies/mL. Within-PTCy variant present (PTCy D+3/+4 vs PTCy D+3/+5) but outcomes not separately reported by sub-period, so Comparison 3 not extractable as separate arms."
217,1024,Li Z,2018,American Journal of Hematology,10.1002/ajh.25087,NR,Li Z et al. 2018 - Haploidentical transplantation outcomes for secondary acute myeloid leukemia - acute leukemia working party of the European Society for Blood and Marrow Transplantation.pdf,Haploidentical transplantation outcomes for secondary acute myeloid leukemia: Acute Leukemia Working Party (ALWP) of the European Society for Blood and Marrow Transplantation (EBMT) study,multinational,multinational,registry,registry,NR,2006,2016,mixed,NR,2.5,101.2,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,EBMT ALWP registry analysis of 154 sAML patients undergoing haploHCT 2006-2016. Compares PTCy (n=119) vs in vivo TCD with ATG (n=35). Outcomes mostly reported at 2 years.
