outcome_id,arm_id,study_id,cohort_id,outcome_category,outcome_subtype,timepoint,timepoint_days_numeric,is_primary_timepoint,is_primary_definition,denominator_n,event_count,proportion_reported_pct,cumulative_incidence_pct,ci_lower_pct,ci_upper_pct,ci_method,competing_risks_handled,hr_value,hr_ci_lower,hr_ci_upper,hr_comparator_arm_id,hr_adjusted,incidence_rate_value,incidence_rate_unit,person_time_total,person_time_unit,median_time_to_event_days,ascertainment_method,screening_frequency_per_week,definition_text,data_source,data_quality_flag,extraction_notes
549,82,71,1029,overall_mortality,OS_event,D+730_2yr,730,N,Y,63,NR,NR,49,36,62,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,"Overall survival by Kaplan-Meier, log-rank test.",table,derived,2-yr OS 51% (38-64); mortality = 100-51 = 49%. Haplo vs UD: P=0.08.
550,80,71,1029,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,31,1,3.2,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Neutrophil and platelet engraftment as previously reported (Castagna 2014).,narrative_text,direct,Text: 'All but 1 patient engrafted' in haplo-ID group; 1/31 primary graft failure.
551,81,71,1029,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,47,0,0,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Neutrophil and platelet engraftment per Castagna 2014 definition.,narrative_text,direct,All MRD patients engrafted (text reports 'All but 1' for haplo only; MRD/UD assumed full engraftment per ANC table).
552,82,71,1029,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,63,0,0,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Neutrophil and platelet engraftment per Castagna 2014 definition.,narrative_text,direct,All UD patients engrafted (no PGF reported in text).
553,83,72,1030,aGVHD,grade_II_IV,D+180,180,N,Y,92,NR,NR,27,20,35,Gray_CIF,Y_CIF,0.85,0.58,1.24,86,adjusted,NR,NR,NR,NR,NR,clinical_only,NR,Acute GVHD was graded according to the Keystone Consensus Criteria (Przepiorka 1995),table,direct,"Paper reports aGVHD II-IV at D+180 (not D+100). 90% CI reported. HR adjusted for age, disease, donor type/HLA matching."
554,83,72,1030,aGVHD,grade_III_IV,D+180,180,N,Y,92,NR,NR,2,0,5,Gray_CIF,Y_CIF,0.13,0.03,0.46,86,adjusted,NR,NR,NR,NR,NR,clinical_only,NR,Acute GVHD was graded according to the Keystone Consensus Criteria (Przepiorka 1995),table,direct,Paper reports aGVHD III-IV at D+180 (not D+100). HR adjusted. p=0.0082.
555,83,72,1030,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,92,NR,NR,28,20,36,Gray_CIF,Y_CIF,0.66,0.45,0.96,86,adjusted,NR,NR,NR,NR,NR,clinical_only,NR,Chronic GVHD was diagnosed and evaluated per NIH Consensus Conference (Filipovich 2005),table,direct,"Paper reports cGVHD overall (any) - subtype assumed NIH-defined per methods, but severity stratum not separately reported. p=0.069."
556,83,72,1030,NRM,NRM_overall,D+365_1yr,365,Y,Y,92,NR,NR,11,6,17,Gray_CIF,Y_CIF,0.64,0.36,1.15,86,adjusted,NR,NR,NR,NR,NR,clinical_only,NR,Treatment-related mortality (TRM); death without disease relapse/progression,table,direct,TRM = NRM equivalent in this paper. p=0.21.
557,83,72,1030,overall_mortality,OS_event,D+365_1yr,365,Y,Y,92,NR,29,29,22,37,Kaplan_Meier,N_KM_or_crude,0.98,0.67,1.44,86,adjusted,NR,NR,NR,NR,NR,clinical_only,NR,"Overall survival, time to death from any cause; adjusted KM 1-yr OS = 71%",table,derived,OS reported as 71% (66-76% CI) for controls and 71% (63-78%) for PTCy at 1 yr. Mortality (1-OS) derived = 29%.
558,83,72,1030,engraftment_failure,primary_graft_failure,D+100,100,N,Y,83,3,3.6,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,NR,Graft failure at day 100 defined as <5% donor chimerism on bone marrow or blood chimerism studies,narrative_text,direct,Denominator 83 = patients with chimerism evaluable at D+100 in TAC/MMF/PTCy arm; 3/83 (3.6%) graft failure across all randomized arms compared via p=0.65 chi-square. Cross-arm comparison only - not compared to controls.
559,86,72,1030,aGVHD,grade_II_IV,D+180,180,N,Y,224,NR,NR,30,25,36,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,clinical_only,NR,Acute GVHD was graded according to the Keystone Consensus Criteria (Przepiorka 1995),table,direct,Reference arm; no HR (comparator). Paper reports aGVHD II-IV at D+180 only.
560,86,72,1030,aGVHD,grade_III_IV,D+180,180,N,Y,224,NR,NR,13,9,16,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,clinical_only,NR,Acute GVHD was graded according to the Keystone Consensus Criteria,table,direct,Reference arm; no HR. D+180 timepoint.
561,86,72,1030,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,224,NR,NR,38,33,43,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,clinical_only,NR,Chronic GVHD was diagnosed per NIH Consensus Conference,table,direct,Reference arm; severity stratum not separately reported - cGVHD any.
562,86,72,1030,NRM,NRM_overall,D+365_1yr,365,Y,Y,224,NR,NR,16,12,21,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,clinical_only,NR,TRM at 1 year,table,direct,Reference arm.
563,86,72,1030,overall_mortality,OS_event,D+365_1yr,365,Y,Y,224,NR,29,29,24,34,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,clinical_only,NR,Adjusted 1-yr KM OS = 71% (66-76%); mortality 1-OS = 29%,table,derived,1-year OS 71% reported in Table 2 for controls.
564,87,75,1006,aGVHD,grade_II_IV,D+100,100,Y,Y,41,NR,NR,65.90000000000001,51,80.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Mount Sinai Acute GVHD International Consortium criteria; high incidence in PTCY group mainly grade II,table,direct,From Table 2; D+100 aGVHD II-IV CI.
565,88,75,1006,aGVHD,grade_II_IV,D+100,100,Y,Y,93,NR,NR,52.8,42.5,63,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Mount Sinai Acute GVHD International Consortium criteria,table,direct,From Table 2; D+100 aGVHD II-IV CI; P=0.346 across 3 groups.
566,89,75,1006,aGVHD,grade_II_IV,D+100,100,Y,Y,21,NR,NR,47.6,25.5,69.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Mount Sinai Acute GVHD International Consortium criteria,table,direct,From Table 2; D+100 aGVHD II-IV CI.
567,87,75,1006,aGVHD,grade_III_IV,D+100,100,Y,Y,41,NR,NR,17.1,5.4,28.8,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Mount Sinai Acute GVHD International Consortium criteria,table,direct,"From Table 2 (second 'Acute GvHD II-IV' row in Table 2 actually represents III-IV - confirmed by matching text values 17.1%, 22.7%, 29.4% to narrative on p.550)."
568,88,75,1006,aGVHD,grade_III_IV,D+100,100,Y,Y,93,NR,NR,22.7,14.1,31.3,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Mount Sinai Acute GVHD International Consortium criteria,table,direct,P=0.257 across 3 groups; Figure 2B PTCY vs HD P=0.460.
569,89,75,1006,aGVHD,grade_III_IV,D+100,100,Y,Y,21,NR,NR,29.4,8.9,49.9,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Mount Sinai Acute GVHD International Consortium criteria,table,direct,
570,87,75,1006,aGVHD,grade_IV_only,D+100,100,N,Y,41,NR,2.6,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Grade IV acute GvHD (Mount Sinai),narrative_text,direct,Reported as 2.6% vs 15.3% (HD) and 14.9% (LD); P=0.019.
571,88,75,1006,aGVHD,grade_IV_only,D+100,100,N,Y,93,NR,15.3,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Grade IV acute GvHD (Mount Sinai),narrative_text,direct,
572,89,75,1006,aGVHD,grade_IV_only,D+100,100,N,Y,21,NR,14.9,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Grade IV acute GvHD (Mount Sinai),narrative_text,direct,
573,87,75,1006,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,41,NR,NR,24.2,10,38.5,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Moderate/severe chronic GvHD per NIH 2014 criteria,table,direct,P=0.959 across 3 groups.
574,88,75,1006,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,93,NR,NR,15.9,8.199999999999999,23.5,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Moderate/severe chronic GvHD per NIH 2014 criteria,table,direct,
575,89,75,1006,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,21,NR,NR,27,5.6,48.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Moderate/severe chronic GvHD per NIH 2014 criteria,table,direct,
576,87,75,1006,NRM,NRM_overall,D+365_1yr,365,Y,Y,41,NR,NR,7.7,0,16.2,Gray_CIF,Y_CIF,1,NA,NA,NA,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,Death without relapse/progression,table,direct,Reference arm in multivariate model. Overall P=0.008 across 3 groups.
577,88,75,1006,NRM,NRM_overall,D+365_1yr,365,Y,Y,93,NR,NR,24.4,15.4,33.3,Gray_CIF,Y_CIF,4.34,1.52,12.4,87,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,Death without relapse/progression,table,direct,"HR HD-ATG vs PTCY 4.34 (1.52-12.4), P=0.006; PTCY vs HD univariate P=0.031."
578,89,75,1006,NRM,NRM_overall,D+365_1yr,365,Y,Y,21,NR,NR,29.8,9,50.7,Gray_CIF,Y_CIF,4.28,1.28,14.3,87,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,Death without relapse/progression,table,direct,"HR LD-ATG vs PTCY 4.28 (1.28-14.30), P=0.018; PTCY vs LD univariate P=0.026."
579,87,75,1006,overall_mortality,OS_event,D+365_1yr,365,Y,Y,41,NR,21.3,21.3,NR,NR,Kaplan_Meier,N_KM_or_crude,1,NA,NA,NA,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,Time from transplantation to death from any cause,table,derived,1-yr OS 78.7% (66.4-93.1); 1-yr mortality = 100 - 78.7 = 21.3%. Reference arm in multivariate.
580,88,75,1006,overall_mortality,OS_event,D+365_1yr,365,Y,Y,93,NR,43.5,43.5,NR,NR,Kaplan_Meier,N_KM_or_crude,2.47,1.26,4.84,87,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,Time from transplantation to death from any cause,table,derived,"1-yr OS 56.5% -> mortality 43.5%; HR HD-ATG vs PTCY 2.47 (1.26-4.84), P=0.008; PTCY vs HD univariate P=0.007."
581,89,75,1006,overall_mortality,OS_event,D+365_1yr,365,Y,Y,21,NR,35.2,35.2,NR,NR,Kaplan_Meier,N_KM_or_crude,2.41,1.07,5.42,87,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,Time from transplantation to death from any cause,table,derived,"1-yr OS 64.8% -> mortality 35.2%; HR LD-ATG vs PTCY 2.41 (1.07-5.42), P=0.033; PTCY vs LD univariate P=0.059."
582,87,75,1006,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,41,0,0,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,"Engraftment: ANC >=0.5e9/L for 3 consecutive days and platelet >=20e9/L for 7 consecutive days. Primary graft failure occurred in 9 of 155: 0 PTCY, 6 HD, 3 LD.",narrative_text,direct,0 primary graft failures in PTCY.
583,88,75,1006,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,93,6,6.5,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Primary graft failure,narrative_text,direct,
584,89,75,1006,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,21,3,14.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Primary graft failure,narrative_text,direct,
585,87,75,1006,CMV,any_reactivation,D+365_1yr,365,N,Y,41,4,9.800000000000001,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,CMV infection defined as increasing CMV viremia >3 log IU/mL confirmed 1 week apart and requiring preemptive treatment,narrative_text,direct,Reported at 1 year (adverse events analyzed at 1 year). P<0.01 across 3 groups. Likely confounded by 88.5% letermovir use in PTCY arm vs 9.3% HD-ATG and 8.3% LD-ATG.
586,88,75,1006,CMV,any_reactivation,D+365_1yr,365,N,Y,93,33,35.5,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,CMV viremia >3 log IU/mL confirmed 1 week apart requiring preemptive treatment,narrative_text,direct,
587,89,75,1006,CMV,any_reactivation,D+365_1yr,365,N,Y,21,7,33.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,CMV viremia >3 log IU/mL confirmed 1 week apart requiring preemptive treatment,narrative_text,direct,
588,87,75,1006,infection_related_mortality,IRM_any_cause_infectious,D+365_1yr,365,Y,Y,41,NR,5.1,5.1,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Infection-related mortality occurring outside the context of active GvHD,narrative_text,direct,P=0.432 across 3 groups.
589,88,75,1006,infection_related_mortality,IRM_any_cause_infectious,D+365_1yr,365,Y,Y,93,NR,7.5,7.5,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Infection-related mortality outside the context of active GvHD,narrative_text,direct,
590,89,75,1006,infection_related_mortality,IRM_any_cause_infectious,D+365_1yr,365,Y,Y,21,NR,9.5,9.5,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Infection-related mortality outside the context of active GvHD,narrative_text,direct,
591,87,75,1006,other_infection,EBV_reactivation,D+365_1yr,365,N,Y,41,3,7.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,EBV reactivation defined as increasing EBV viremia >4 log IU/mL confirmed 1 week apart and requiring preemptive treatment,narrative_text,direct,P<0.01 across 3 groups.
592,88,75,1006,other_infection,EBV_reactivation,D+365_1yr,365,N,Y,93,45,48.4,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,EBV viremia >4 log IU/mL confirmed 1 week apart requiring preemptive treatment,narrative_text,direct,
593,89,75,1006,other_infection,EBV_reactivation,D+365_1yr,365,N,Y,21,7,33.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,EBV viremia >4 log IU/mL confirmed 1 week apart requiring preemptive treatment,narrative_text,direct,
594,87,75,1006,other_infection,EBV_PTLD,D+365_1yr,365,N,Y,41,0,0,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,EBV-positive lymphoproliferative disease,narrative_text,direct,"0 PTLD in PTCY group; 3 in HD, 1 in LD per text."
595,88,75,1006,other_infection,EBV_PTLD,D+365_1yr,365,N,Y,93,3,3.2,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,EBV-positive lymphoproliferative disease,narrative_text,direct,
596,89,75,1006,other_infection,EBV_PTLD,D+365_1yr,365,N,Y,21,1,4.8,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,EBV-positive lymphoproliferative disease,narrative_text,direct,
597,87,75,1006,other_infection,BK_hemorrhagic_cystitis,D+365_1yr,365,N,Y,41,15,36.6,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Symptomatic urinary BK virus reactivation,narrative_text,direct,P=0.04 across 3 groups; PTCY higher.
598,88,75,1006,other_infection,BK_hemorrhagic_cystitis,D+365_1yr,365,N,Y,93,17,18.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Symptomatic urinary BK virus reactivation,narrative_text,direct,
599,89,75,1006,other_infection,BK_hemorrhagic_cystitis,D+365_1yr,365,N,Y,21,3,14.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Symptomatic urinary BK virus reactivation,narrative_text,direct,
600,87,75,1006,IFI_any,investigator_reported_any,D+365_1yr,365,N,N,41,2,4.9,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Fungal infections at 1 year (definition not provided; investigator-reported),narrative_text,direct,P=0.19 across 3 groups. Definition of IFI not specified by EORTC/MSG criteria; treated as investigator-reported.
601,88,75,1006,IFI_any,investigator_reported_any,D+365_1yr,365,N,N,93,15,16.1,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Fungal infections at 1 year (investigator-reported),narrative_text,direct,
602,89,75,1006,IFI_any,investigator_reported_any,D+365_1yr,365,N,N,21,3,14.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Fungal infections at 1 year (investigator-reported),narrative_text,direct,
603,87,75,1006,BSI,any_pathogen,D+365_1yr,365,N,N,41,8,19.5,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Severe bacterial infections defined as fatal sepsis or those requiring intensive care management,narrative_text,direct,Reported at 1 year. Definition is severe BSI/sepsis (ICU/fatal); not generic BSI. P=0.72 across 3 groups.
604,88,75,1006,BSI,any_pathogen,D+365_1yr,365,N,N,93,21,22.6,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Severe bacterial infections (fatal sepsis or requiring intensive care management),narrative_text,direct,
605,89,75,1006,BSI,any_pathogen,D+365_1yr,365,N,N,21,3,14.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Severe bacterial infections (fatal sepsis or requiring intensive care management),narrative_text,direct,
606,90,77,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,199,NR,NR,28.2,21.8,34.9,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,diagnosis and grading of acute GvHD performed by transplant centers using standard criteria (Glucksberg),table,direct,Table 3
607,90,77,1024,aGVHD,grade_III_IV,D+100,100,Y,Y,199,NR,NR,8.9,5.3,13.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Glucksberg grading by transplant centers,table,direct,Table 3
608,90,77,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,199,NR,NR,11,6.7,16.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,extensive chronic GvHD per Seattle criteria (assumed based on era),table,direct,Table 3; reported as 'Extensive chronic GvHD' at 2 years
609,90,77,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,199,NR,NR,25.3,19.2,31.8,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,death without prior relapse,table,direct,"Table 2; only 2yr reported, no 1yr or D+100"
610,90,77,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,199,NR,70.7,70.7,63.4,77.90000000000001,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,OS calculated from date of transplantation until death or last observation alive,table,derived,"OS 29.3% (22.1-36.6) reported; cumulative_incidence_pct = 100 - OS% = 70.7%; only 2yr OS reported, no 1yr"
611,90,77,1024,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,199,NR,14.5,14.5,9.800000000000001,21,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Neutrophil recovery (ANC >=0.5x10^9/L for 3 consecutive days) at day 30; failure derived as 100 - engraftment CI,narrative_text,derived,Engraftment at D+30 = 85.5% (79-90.2); primary graft failure derived = 100 - 85.5 = 14.5%
612,91,77,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,1111,NR,NR,30.6,27.8,33.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Glucksberg grading by transplant centers,table,direct,Table 3
613,91,77,1024,aGVHD,grade_III_IV,D+100,100,Y,Y,1111,NR,NR,14,11.9,16.2,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Glucksberg grading by transplant centers,table,direct,Table 3
614,91,77,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,1111,NR,NR,11.6,9.6,13.9,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,extensive chronic GvHD per Seattle criteria,table,direct,Table 3
615,91,77,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,1111,NR,NR,25.7,23.1,28.5,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,death without prior relapse,table,direct,Table 2
616,91,77,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,1111,NR,65.3,65.3,62.2,68.5,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,OS calculated from date of transplantation until death or last observation alive,table,derived,OS 34.7% (31.5-37.8) reported; cumulative_incidence_pct = 100 - 34.7 = 65.3%
617,91,77,1024,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,1111,NR,7.7,7.7,6.3,9.5,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Neutrophil recovery (ANC >=0.5x10^9/L) at day 30,narrative_text,derived,Engraftment at D+30 = 92.3% (90.5-93.7); failure = 100 - 92.3 = 7.7%
618,92,77,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,383,NR,NR,36.3,31.3,41.2,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Glucksberg grading by transplant centers,table,direct,Table 3
619,92,77,1024,aGVHD,grade_III_IV,D+100,100,Y,Y,383,NR,NR,16.1,12.5,20.1,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Glucksberg grading by transplant centers,table,direct,Table 3
620,92,77,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,383,NR,NR,11.6,8.300000000000001,15.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,extensive chronic GvHD per Seattle criteria,table,direct,Table 3
621,92,77,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,383,NR,NR,26.7,22.2,31.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,death without prior relapse,table,direct,Table 2
622,92,77,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,383,NR,72.40000000000001,72.40000000000001,67.5,77.3,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,OS calculated from date of transplantation until death or last observation alive,table,derived,OS 27.6% (22.7-32.5); cumulative_incidence_pct = 100 - 27.6 = 72.4%
623,92,77,1024,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,383,NR,7.8,7.8,5.4,11.1,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Neutrophil recovery (ANC >=0.5x10^9/L) at day 30,narrative_text,derived,Engraftment at D+30 = 92.2% (88.9-94.6); failure = 100 - 92.2 = 7.8%
624,93,78,1024,aGVHD,grade_II_IV,D+100,180,Y,Y,174,NR,NR,28.8,22.2,35.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Acute GVHD was graded according to the modified Glucksberg criteria. Reported as 180-day cumulative incidence (Table 2).,table,direct,"Reported as 180-day CI in Table 2 (paper labels as such), but text/figure also references 100-day CI. Used 180-day value as that is what Table 2 explicitly provides. Multivariate HR ATG vs PTCy 0.98 (0.66-1.46), p=0.93."
625,93,78,1024,aGVHD,grade_III_IV,D+100,180,Y,Y,174,NR,NR,8.800000000000001,5.1,13.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Acute GVHD III-IV graded according to modified Glucksberg criteria; 180-day cumulative incidence (Table 2).,table,direct,"Multivariate HR ATG vs PTCy 0.84 (0.42-1.71), p=0.64."
626,93,78,1024,cGVHD,extensive_Seattle,D+730_2yr,730,Y,Y,174,NR,NR,18.5,12,26.1,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Chronic GVHD according to revised Seattle criteria. Extensive cGVHD at 2 years.,table,direct,"Multivariate HR ATG vs PTCy 0.64 (0.37-1.09), p=0.09. Paper also reports overall 2-yr cGVHD (any grade) 31.4% [23.3-39.8] - recorded under extensive_Seattle for primary cGVHD outcome row; overall cGVHD not extracted as a separate primary outcome since vocabulary uses moderate_severe_NIH (NIH 2014) or extensive_Seattle (Seattle) for primary."
627,93,78,1024,NRM,NRM_overall,D+365_1yr,730,N,Y,174,NR,NR,15.2,9.699999999999999,21.8,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Death without evidence of relapse defined NRM. Reported at 2 years.,table,direct,"Paper reports 2-year NRM only; recorded at 2-year timepoint (timepoint=D+365_1yr label retained per spec ordering but timepoint_days_numeric=730 to capture actual measurement). Multivariate HR ATG vs PTCy 1.04 (0.65-1.66), p=0.86."
